BatterSide,Umpire,PlateLocSide,PlateLocHeight,PitchCall
Right,Ump1,0.653939096,2.1102388480000003,StrikeCalled
Right,Ump1,0.7727399654000001,3.589604739,BallCalled
Left,Ump1,-0.5240533538000001,2.830767261,StrikeCalled
Left,Ump1,1.413667617,1.5125260409999999,BallCalled
Left,Ump1,1.096814984,3.254530077,BallCalled
Left,Ump1,0.4467858197,2.826176528,StrikeCalled
Left,Ump1,0.6637276816,3.100121337,StrikeCalled
Left,Ump1,0.6111441085,0.6632635647999999,BallCalled
Right,Ump1,-1.063093575,3.0996048330000003,StrikeCalled
Right,Ump1,-1.484990087,1.1421005020000001,StrikeCalled
Left,Ump1,1.035306415,3.6124884839999996,BallCalled
Left,Ump1,-0.5416744286999999,1.6848148569999999,StrikeCalled
Left,Ump1,0.1363856872,3.024061732,BallCalled
Right,Ump1,-0.48993554170000003,3.49733872,BallCalled
Right,Ump1,0.6422188425,3.826327596,BallCalled
Right,Ump1,0.5388845742,2.02077715,StrikeCalled
Left,Ump1,1.283387609,2.3865338019999998,StrikeCalled
Left,Ump1,-0.6775799562999999,0.31038825329999997,BallCalled
Left,Ump1,1.200389046,0.9472751044,BallCalled
Right,Ump1,-1.365799229,1.191049819,BallCalled
Right,Ump1,-1.558760325,0.3283433582,BallCalled
Right,Ump1,-1.34520291,-0.38025943939999995,BallCalled
Right,Ump1,-0.6087351443,1.873990779,StrikeCalled
Right,Ump1,-0.7447304114,1.471499453,StrikeCalled
Left,Ump1,0.1621241545,1.046661974,BallCalled
Left,Ump1,-0.5502042257,1.9965417619999999,StrikeCalled
Left,Ump1,0.01149537071,2.513053952,StrikeCalled
Left,Ump1,0.5006302339,2.161244994,StrikeCalled
Left,Ump1,-0.3380438951,1.050131395,BallCalled
Right,Ump1,-1.322954282,0.0713002522,BallCalled
Right,Ump1,-1.326670386,-0.11091137029999999,BallCalled
Right,Ump1,-0.6652416127,0.1718315754,BallCalled
Right,Ump1,-1.683845878,1.3598331590000001,BallCalled
Right,Ump1,-1.311970143,0.8487362813,BallCalled
Right,Ump1,-0.5423559204999999,2.613345766,StrikeCalled
Left,Ump1,-0.026059879419999998,0.9214527607999999,BallCalled
Left,Ump1,1.060826118,2.528174728,BallCalled
Right,Ump1,0.2595615462,2.0737151209999998,BallCalled
Right,Ump1,-1.205565004,1.638658715,StrikeCalled
Right,Ump1,-0.7884177455,0.9002179417,BallCalled
Right,Ump1,-0.6266823544,-1.03016343,BallCalled
Left,Ump1,1.336302028,3.564901728,BallCalled
Left,Ump1,0.12725264449999998,1.166206965,BallCalled
Left,Ump1,-0.8813950334999999,1.46320524,StrikeCalled
Left,Ump1,0.8132563793,3.26528801,BallCalled
Left,Ump1,-0.5886968109,1.9706342030000001,StrikeCalled
Left,Ump1,-0.4106461955,1.994225137,StrikeCalled
Left,Ump1,-0.2590414757,3.796789514,BallCalled
Left,Ump1,0.6272213245,2.348985159,StrikeCalled
Left,Ump1,-0.4491304565,4.025173632,BallCalled
Left,Ump1,0.7988648338,2.9100747360000003,StrikeCalled
Left,Ump1,0.5090200895,4.028794776,BallCalled
Left,Ump1,1.220927261,2.911446639,BallCalled
Right,Ump1,-0.38734304740000003,1.922884031,StrikeCalled
Left,Ump1,1.435706011,0.7275068698999999,BallCalled
Left,Ump1,0.4805269847,2.041569322,StrikeCalled
Left,Ump1,0.5364260009,1.0504262359999998,BallCalled
Left,Ump1,0.3513587996,0.9932667537000001,BallCalled
Left,Ump1,1.538875915,1.3638110819999998,BallCalled
Left,Ump1,1.117964734,2.027954071,BallCalled
Right,Ump1,1.207614583,2.835504971,BallCalled
Right,Ump1,0.5549104367000001,1.3573695630000002,BallCalled
Left,Ump1,1.6665640919999998,0.3866234739,BallCalled
Left,Ump1,1.285353669,1.928175279,BallCalled
Left,Ump1,-0.17293764579999998,1.601063731,BallCalled
Left,Ump1,0.8272626484000001,2.816658255,StrikeCalled
Left,Ump1,1.086695148,0.7129671972,BallCalled
Left,Ump1,-1.093423088,1.954234847,StrikeCalled
Left,Ump1,-1.405914122,1.564386241,BallCalled
Left,Ump1,-0.7799315991,0.7172114345999999,BallCalled
Left,Ump1,0.7636475997,2.90351834,BallCalled
Right,Ump1,-0.627487889,1.715681835,StrikeCalled
Right,Ump1,0.1541374771,1.9021167019999998,StrikeCalled
Right,Ump1,-0.7781670348999999,1.4580831909999998,BallCalled
Right,Ump1,0.9971199149,3.76343916,BallCalled
Right,Ump1,-1.059151648,1.912150241,StrikeCalled
Right,Ump1,-0.20430671379999998,3.510827073,BallCalled
Right,Ump1,0.08664812431,1.8806627059999999,StrikeCalled
Left,Ump1,1.111605951,3.473397145,BallCalled
Left,Ump1,0.9605272543000001,2.400230781,StrikeCalled
Right,Ump1,-2.075255364,0.5796938249,BallCalled
Right,Ump1,-0.4108632865,0.046912739919999995,BallCalled
Right,Ump1,-1.360114618,2.487674338,BallCalled
Right,Ump1,-0.3503785658,2.521906251,StrikeCalled
Right,Ump1,1.2304238109999999,2.856688011,BallCalled
Left,Ump1,1.151899961,1.9476406259999999,BallCalled
Left,Ump1,-1.50312668,1.4430489340000001,BallCalled
Left,Ump1,0.0898354876,1.285352026,BallCalled
Left,Ump1,0.2132169139,2.3503748509999998,StrikeCalled
Right,Ump1,-1.5452185809999999,1.714967015,BallCalled
Left,Ump1,0.2031085973,3.046935801,StrikeCalled
Left,Ump1,-0.3566115382,4.283110721,BallCalled
Right,Ump1,-1.167317034,3.159410395,BallCalled
Right,Ump1,-0.17991437300000002,3.7523730160000004,BallCalled
Left,Ump1,0.94527698,1.196312847,BallCalled
Left,Ump1,2.092692404,3.452130103,BallCalled
Left,Ump1,-0.1016339021,0.37602073189999996,BallCalled
Left,Ump1,-0.9129945348,0.539033573,BallCalled
Left,Ump1,0.7160574882999999,0.5647282223,BallCalled
Left,Ump1,-1.8527807930000002,-0.01609222422,BallCalled
Left,Ump1,-1.5095108999999998,1.5345081919999999,BallCalled
Left,Ump1,-1.743895921,0.5873661601,BallCalled
Left,Ump1,1.27117422,2.872591804,BallCalled
Left,Ump1,1.0520584590000002,1.68143825,BallCalled
Left,Ump1,-1.179906865,1.251573663,BallCalled
Right,Ump1,2.333662909,2.61099784,BallCalled
Right,Ump1,1.261513221,0.596434903,BallCalled
Right,Ump1,1.121862525,0.26736740719999996,BallCalled
Right,Ump1,2.320697432,2.060539737,BallCalled
Left,Ump1,-1.451037869,0.47922494039999997,BallCalled
Left,Ump1,-0.02572242338,2.8835928539999998,BallCalled
Left,Ump1,-1.102790052,1.083950357,BallCalled
Left,Ump1,-1.6506716000000001,0.22680081859999998,BallCalled
Left,Ump1,-1.900622764,0.9131512985,BallCalled
Left,Ump1,1.613028591,2.819453686,BallCalled
Right,Ump1,1.017935043,2.587368976,StrikeCalled
Right,Ump1,-0.3039978373,2.315969086,StrikeCalled
Right,Ump1,-0.8692903895999999,0.5692879063,BallCalled
Right,Ump1,-0.3697501313,1.312810848,BallCalled
Right,Ump1,-0.4274372631,3.129221845,BallCalled
Right,Ump1,-0.7409622326,0.05864480143999999,BallCalled
Left,Ump1,0.011335508570000001,2.902503448,StrikeCalled
Left,Ump1,-1.520334707,0.982232628,BallCalled
Left,Ump1,1.184939534,2.579955835,StrikeCalled
Left,Ump1,1.8958936080000002,2.6137371430000003,BallCalled
Left,Ump1,-1.6728466080000002,0.06768098117,BallCalled
Right,Ump1,-0.3144610524,1.172406243,BallCalled
Right,Ump1,-0.43722994200000004,1.377955469,BallCalled
Right,Ump1,-2.019501619,-0.6618474708,BallCalled
Right,Ump1,-1.366913015,2.108395871,BallCalled
Right,Ump1,-2.424019144,1.2325197909999999,BallCalled
Right,Ump1,-1.5401821530000002,1.7105206659999999,BallCalled
Right,Ump1,-1.2898867809999999,2.338156998,BallCalled
Right,Ump1,-0.6582623592,1.655180224,StrikeCalled
Right,Ump1,-0.7780743173000001,3.4549161839999996,BallCalled
Left,Ump1,1.519991519,0.9607614157,BallCalled
Left,Ump1,1.11982121,1.8667056830000002,StrikeCalled
Left,Ump1,-0.08175039486,2.632453911,StrikeCalled
Left,Ump1,-1.90986336,2.8972982910000002,BallCalled
Right,Ump1,-1.228655522,1.202655209,BallCalled
Right,Ump1,-0.3579513856,0.6534834884,BallCalled
Right,Ump1,-1.434781945,1.8072549080000002,BallCalled
Right,Ump1,0.4226691491,2.5178435759999998,StrikeCalled
Right,Ump1,-0.5119321963,1.0794322859999999,BallCalled
Right,Ump1,-0.8260943462,2.158859005,StrikeCalled
Right,Ump1,-0.1082907001,2.7720839539999997,StrikeCalled
Left,Ump1,1.167798782,1.5687983559999998,BallCalled
Left,Ump1,0.1735439795,3.423781742,BallCalled
Left,Ump1,1.220786294,3.630255848,BallCalled
Left,Ump1,-0.8731583543000001,2.282262778,StrikeCalled
Left,Ump1,-1.3707196769999999,1.217016875,BallCalled
Left,Ump1,-0.4240641066,1.57771203,StrikeCalled
Left,Ump1,-1.057094657,0.31561822030000003,BallCalled
Left,Ump1,-1.197739823,1.605247205,BallCalled
Left,Ump1,0.9722964163,3.1170300560000004,StrikeCalled
Left,Ump1,-0.23322195420000003,1.268824989,BallCalled
Right,Ump1,-0.2693461175,0.8478490569,BallCalled
Right,Ump1,-1.62429089,2.407580159,BallCalled
Right,Ump1,-0.7679705531000001,1.969701595,StrikeCalled
Right,Ump1,0.1148395377,-0.5840828514,BallCalled
Right,Ump1,-0.3457380382,-1.835722406,BallCalled
Right,Ump1,-0.2034871111,1.823853613,StrikeCalled
Right,Ump1,-1.5251878319999999,2.181971285,BallCalled
Right,Ump1,-1.17990242,1.272297456,BallCalled
Right,Ump1,1.157540032,1.879471069,BallCalled
Right,Ump1,-0.34891832030000003,1.003788187,BallCalled
Right,Ump1,0.11016087210000002,1.0847346000000002,BallCalled
Right,Ump1,-1.088112755,2.545426327,StrikeCalled
Right,Ump1,-0.7970014529999999,3.1862497189999996,StrikeCalled
Right,Ump1,1.4397597030000002,2.492079777,BallCalled
Right,Ump1,-0.9201505787,1.006423273,BallCalled
Right,Ump1,-0.009916237273,2.9349164269999997,StrikeCalled
Right,Ump1,-0.22798251949999998,1.715684709,StrikeCalled
Left,Ump1,-0.07507659184,1.4523045119999998,BallCalled
Left,Ump1,0.3337563219,3.270999266,BallCalled
Right,Ump1,0.5405653745000001,3.02569359,StrikeCalled
Right,Ump1,-0.0699467399,2.052401534,StrikeCalled
Right,Ump1,-1.72953989,-0.718901267,BallCalled
Right,Ump1,0.9719219238,0.8324187392,BallCalled
Right,Ump1,-1.213796009,1.695444676,BallCalled
Right,Ump1,0.31115581,4.27667677,BallCalled
Left,Ump1,-1.009795199,1.9363858919999999,StrikeCalled
Right,Ump1,0.002141421105,3.9471448160000002,BallCalled
Left,Ump1,-0.06634386232,2.707732459,StrikeCalled
Left,Ump1,1.7553807469999998,1.8565962790000001,BallCalled
Left,Ump1,1.092130713,0.8517500452,BallCalled
Right,Ump1,0.761814508,3.469942125,BallCalled
Right,Ump1,-0.1141290984,0.178504805,BallCalled
Left,Ump1,2.378254815,2.957660598,BallCalled
Left,Ump1,1.977305738,1.5136715580000002,BallCalled
Left,Ump1,0.3899495549,4.205744339,BallCalled
Left,Ump1,0.8153201441,3.809340546,BallCalled
Right,Ump1,0.09936414971,2.413561193,StrikeCalled
Right,Ump1,-0.8182557804999999,2.331006612,StrikeCalled
Left,Ump1,0.7868831789,1.88109242,StrikeCalled
Right,Ump1,0.6115350461,3.318845167,BallCalled
Right,Ump1,-0.5915077746999999,2.296473956,StrikeCalled
Right,Ump1,-1.311669113,0.921461373,BallCalled
Left,Ump1,0.8658703061,3.169867337,BallCalled
Left,Ump1,1.2892552940000002,2.037336946,StrikeCalled
Left,Ump1,1.442459194,2.443983395,BallCalled
Left,Ump1,1.422589951,1.342456153,BallCalled
Right,Ump1,-0.6556814865,2.13922956,StrikeCalled
Right,Ump1,0.8712021656000001,2.992381765,BallCalled
Left,Ump1,-0.6209142751,0.6731538165000001,BallCalled
Right,Ump1,-1.269434515,3.0219520980000003,BallCalled
Right,Ump1,-1.3879668280000002,2.1934072419999997,BallCalled
Left,Ump1,1.669011171,1.735735425,BallCalled
Left,Ump1,0.1559357522,2.427838924,StrikeCalled
Right,Ump1,-0.022412761009999997,1.3957543940000001,StrikeCalled
Right,Ump1,-0.2085317435,0.8039540008,BallCalled
Right,Ump1,0.2940410163,0.446617124,BallCalled
Right,Ump1,2.093835318,2.9467395069999998,BallCalled
Left,Ump1,1.167427877,2.296770764,StrikeCalled
Left,Ump1,1.415959831,2.0443669840000003,BallCalled
Left,Ump1,0.607698576,1.6003644280000002,BallCalled
Left,Ump1,1.351494133,3.85131491,BallCalled
Right,Ump1,-0.597616551,2.30943499,StrikeCalled
Right,Ump1,-0.1878804782,1.977269071,StrikeCalled
Right,Ump1,-1.675287023,3.360153803,BallCalled
Right,Ump1,-0.601044888,2.927065939,StrikeCalled
Right,Ump1,0.8791153245000001,2.289830076,StrikeCalled
Right,Ump1,1.332158556,3.978989046,BallCalled
Left,Ump1,0.36838345549999996,3.265246692,BallCalled
Left,Ump1,0.07462284786000001,0.7202655028,BallCalled
Left,Ump1,0.2885997158,1.61171969,StrikeCalled
Left,Ump1,0.7393872834,2.786143005,StrikeCalled
Left,Ump1,1.080664117,1.318882205,BallCalled
Left,Ump1,0.9280381489,1.6917382909999998,StrikeCalled
Left,Ump1,0.1870105816,2.441331286,StrikeCalled
Right,Ump1,-0.419811796,0.2328823407,BallCalled
Right,Ump1,0.2765597455,1.6339590919999998,StrikeCalled
Right,Ump1,-0.07933885526000001,2.261086854,StrikeCalled
Right,Ump1,-0.648351565,0.9884379240000001,BallCalled
Right,Ump1,-0.0962353665,0.5677935076,BallCalled
Right,Ump1,0.47755643049999996,1.126355846,BallCalled
Right,Ump1,0.19630962600000001,3.0014176630000002,StrikeCalled
Right,Ump1,-0.08308894423999999,1.192548995,BallCalled
Right,Ump1,-1.197437745,1.8804524980000001,BallCalled
Right,Ump1,1.627981359,2.717179718,BallCalled
Right,Ump1,0.1568949352,2.9529541089999998,StrikeCalled
Right,Ump1,-0.6192596584000001,1.7362599369999998,StrikeCalled
Right,Ump1,1.12830322,0.6548544725,BallCalled
Right,Ump1,0.1165420401,3.3800551839999997,BallCalled
Right,Ump1,1.4146752009999999,2.9050709130000003,BallCalled
Left,Ump1,0.8261561043000001,2.6507331119999997,StrikeCalled
Left,Ump1,1.8430958290000001,2.86021345,BallCalled
Left,Ump1,1.0051797340000002,1.012154191,BallCalled
Left,Ump1,1.155577618,4.45520768,BallCalled
Right,Ump1,0.1955609627,2.953029522,StrikeCalled
Right,Ump1,-0.06384497526,0.307724585,BallCalled
Right,Ump1,0.4959312264,2.787728912,StrikeCalled
Left,Ump1,1.489585044,2.042348274,BallCalled
Left,Ump1,1.311966592,3.1993241180000003,BallCalled
Left,Ump1,1.295519809,1.5541810109999998,BallCalled
Left,Ump1,1.251937622,0.8516190926,BallCalled
Left,Ump1,0.7106099603,0.6754246306,BallCalled
Left,Ump1,2.1574706000000003,3.4243078430000002,BallCalled
Left,Ump1,0.9917054976999999,2.330339518,StrikeCalled
Left,Ump1,-1.286287708,1.240881418,BallCalled
Left,Ump1,1.205400685,1.923567183,BallCalled
Left,Ump1,0.9789067914,1.5368817780000001,BallCalled
Left,Ump1,-0.6309994768,2.484079951,StrikeCalled
Left,Ump1,-1.611670735,3.1129066780000003,BallCalled
Left,Ump1,1.143241178,4.228854913999999,BallCalled
Right,Ump1,-1.814735721,1.175105417,BallCalled
Right,Ump1,-1.5987272730000002,2.387965716,BallCalled
Right,Ump1,0.02554995982,3.432069822,BallCalled
Right,Ump1,-0.43946897479999997,2.618842893,StrikeCalled
Right,Ump1,1.000503689,4.112967625,BallCalled
Left,Ump1,-1.1416272140000001,1.571993757,StrikeCalled
Right,Ump1,-1.3307374840000001,4.1693799,BallCalled
Right,Ump1,-1.119236944,1.7781681919999999,StrikeCalled
Right,Ump1,0.4526903368,1.000054666,BallCalled
Right,Ump1,-0.44807632909999995,1.664147773,BallCalled
Right,Ump1,-1.33728361,0.79344338,BallCalled
Left,Ump1,-1.350724059,0.7629165788,BallCalled
Right,Ump1,-0.4591682116,2.0268739190000002,StrikeCalled
Right,Ump1,-1.9900144969999998,0.9704568334999999,BallCalled
Right,Ump1,-1.149845622,0.1376155124,BallCalled
Right,Ump1,-1.2405558909999999,1.088740196,BallCalled
Left,Ump1,1.13381189,2.930315904,StrikeCalled
Left,Ump1,0.6615770664,1.089647172,BallCalled
Left,Ump1,1.5322743669999999,2.7150878410000003,BallCalled
Left,Ump1,1.964775701,1.8840547440000002,BallCalled
Left,Ump1,0.7827538403000001,1.167507278,BallCalled
Right,Ump1,-0.16150521240000001,1.446288526,BallCalled
Right,Ump1,0.440412476,3.1666563030000003,StrikeCalled
Right,Ump1,-0.45876530719999997,3.340445537,BallCalled
Right,Ump1,-2.136503389,1.248457545,BallCalled
Left,Ump1,1.422528211,1.152185442,BallCalled
Left,Ump1,1.8832545090000001,1.921781281,BallCalled
Left,Ump1,-0.10509055769999999,3.0054477339999996,BallCalled
Left,Ump1,-0.029036692200000002,1.7455416469999998,StrikeCalled
Left,Ump1,1.153572462,1.934331899,StrikeCalled
Right,Ump1,-0.5381280361,1.471951891,BallCalled
Right,Ump1,0.7510793056999999,3.744834672,BallCalled
Right,Ump1,-0.37609031600000004,1.068217055,BallCalled
Right,Ump1,-0.7756184583,1.572770894,StrikeCalled
Right,Ump1,-0.7695642816,3.313859269,BallCalled
Right,Ump1,1.77680612,2.0269661219999997,BallCalled
Right,Ump1,-0.17998804280000003,0.9599470114,BallCalled
Right,Ump1,0.6006917331,1.565564952,StrikeCalled
Right,Ump1,-0.6031822855,1.614185468,BallCalled
Right,Ump1,-0.8929606942,0.8720419928,BallCalled
Right,Ump1,-1.109407608,0.7535959129,BallCalled
Right,Ump1,-0.4812909072,2.3205260919999997,StrikeCalled
Left,Ump1,1.3932697790000002,4.285523006,BallCalled
Left,Ump1,0.4487573152,2.035971792,StrikeCalled
Left,Ump1,0.5219598901,2.7678929230000002,StrikeCalled
Left,Ump1,-0.5517619436,0.43974565409999994,BallCalled
Left,Ump1,0.5988305176,0.6616907685,BallCalled
Left,Ump1,0.34241603530000003,-0.5255993072,BallCalled
Right,Ump1,-2.168163781,1.314791427,BallCalled
Right,Ump1,0.01885760183,2.7401053539999998,StrikeCalled
Right,Ump1,0.8554605541,3.2251345430000002,BallCalled
Right,Ump1,1.7060090559999999,2.53129316,BallCalled
Right,Ump1,-1.199749007,0.311876643,BallCalled
Left,Ump1,-0.8801811861,-0.4651013819,BallCalled
Left,Ump1,-0.4922550655,-0.01012019235,BallCalled
Left,Ump1,-1.592693925,-0.278640643,BallCalled
Left,Ump1,-1.245650044,0.34965489130000005,BallCalled
Right,Ump1,-0.6564224421,3.360659508,BallCalled
Left,Ump1,0.2302339169,2.029665985,StrikeCalled
Left,Ump1,1.56604429,4.190216863,BallCalled
Left,Ump1,1.551248494,0.49722765770000005,BallCalled
Left,Ump1,0.7700185564,3.7336870639999997,BallCalled
Left,Ump1,0.7118762228,1.3778314630000001,BallCalled
Left,Ump1,0.3280497474,1.324494277,BallCalled
Left,Ump1,2.0519003259999997,0.8515013134999999,BallCalled
Left,Ump1,-0.8325799825,0.9169336459999999,BallCalled
Left,Ump1,0.8545144254000001,1.46255407,StrikeCalled
Left,Ump1,2.1509441480000002,2.518281704,BallCalled
Left,Ump1,1.426931526,2.127622314,BallCalled
Left,Ump1,0.5118827654,3.634972045,BallCalled
Left,Ump1,0.1809886044,2.087896864,StrikeCalled
Right,Ump1,-1.635073662,3.402720285,BallCalled
Right,Ump1,1.69488973,-0.024746481140000002,BallCalled
Right,Ump1,0.06486673109,1.79036734,StrikeCalled
Right,Ump1,1.30246983,1.741111018,BallCalled
Left,Ump1,0.4684339939,1.5849917690000002,StrikeCalled
Right,Ump1,-0.5241689607,0.2778765077,BallCalled
Right,Ump1,0.7412483836,2.83188596,StrikeCalled
Right,Ump1,-0.4675556119,3.040444693,BallCalled
Right,Ump1,-2.806435613,2.7848303039999998,BallCalled
Right,Ump1,-1.083857907,3.431799841,BallCalled
Left,Ump1,0.5532897862,2.952499088,StrikeCalled
Left,Ump1,0.163786696,2.186761279,StrikeCalled
Right,Ump1,-0.7987092733,1.740557771,StrikeCalled
Right,Ump1,-1.447804846,2.539543907,BallCalled
Right,Ump1,-1.230938714,1.900153461,BallCalled
Right,Ump1,0.2579573086,1.929422802,StrikeCalled
Right,Ump1,1.737345649,3.791265872,BallCalled
Right,Ump1,1.057538185,2.732243572,StrikeCalled
Right,Ump1,-1.540494508,1.532698895,BallCalled
Right,Ump1,-0.6663481377,3.283726267,BallCalled
Right,Ump1,0.9541160299,2.2698463980000003,StrikeCalled
Left,Ump1,-1.374796568,0.9321022659999999,BallCalled
Left,Ump1,0.8460468588,1.155673068,BallCalled
Left,Ump1,-0.22601748670000002,3.059910582,StrikeCalled
Left,Ump1,-1.432720391,-0.1285948016,BallCalled
Left,Ump1,-1.330834908,0.3459913095,BallCalled
Right,Ump1,-2.019562038,1.235358178,BallCalled
Right,Ump1,-0.7184149414,0.5222473075,BallCalled
Right,Ump1,-2.064499516,0.4463166836,BallCalled
Right,Ump1,-0.2758046879,3.288331922,BallCalled
Right,Ump1,0.5433156932,3.86052972,BallCalled
Right,Ump1,-0.146208153,2.351477323,StrikeCalled
Right,Ump1,-0.7081339504999999,1.082204812,BallCalled
Right,Ump1,0.3336237586,2.039468102,StrikeCalled
Right,Ump1,1.094282028,2.377197304,BallCalled
